key,0,1,2
5377,"Explosion éthéréenne",magie,0,
5378,"",,
5379,"",,
5380,"Plongeon de damnation",perforant,50,
5381,"Fauche de 10 tonz",contondant,60,
5382,"Swing de 10 tonz",contondant,60,
5383,"Corne sauvage",perforant,0,
5384,"Hanadoki",perforant,0,
5385,"Gachirin",perforant,0,
5386,"Amatsu : Kyôri",magie,0,
5387,"Tempête venimeuse",magie,60,
5388,"Stase",perforant,60,
5389,"",,
5390,"Raplapla",contondant,0,
5391,"Raplapla",contondant,0,
5392,"Raplapla",contondant,0,
5393,"Cauchemar",magie,0,
5394,"Piège de glu",magie,0,
5395,"Cri du festin",,
5396,"Incubation",,
5397,"Étincelle de bombo",magie,0,
5398,"Ciblage",,
5399,"Terre brûlée",magie,0,
5400,"Boulon desserré",perforant,0,
5401,"Raplapla",contondant,0,
5402,"Raplapla",contondant,0,
5403,"Carpomission",contondant,30,
5404,"Île plongeante",contondant,60,
5405,"Brise-cou",contondant,350,
5406,"Prognathisme",tranchant,60,
5407,"Rugissement primitif",magie,400,
5408,"Fauchage",contondant,60,
5409,"Renversement",magie,400,
5410,"Fauchage arrière",contondant,400,
5411,"Toile gluante",magie,0,
5412,"Aspersion caustique",contondant,60,
5413,"Transpercement mortel",perforant,360,
5414,"Transpercement mortel",perforant,360,
5415,"Secousse tellurique",contondant,360,
5416,"Écran de soie",magie,360,
5417,"Transpercement mortel",perforant,360,
5418,"Bec marteau",perforant,0,
5419,"Pétrihaleine",magie,360,
5420,"Haleine engourdissante",magie,360,
5421,"Haleine empoisonnée",magie,180,
5422,"Haleine soporifique",magie,180,
5423,"Lépidotriche",magie,150,
5424,"Aqua-tir",magie,120,
5425,"Inondation",magie,250,
5426,"Caresse sanglante",contondant,0,
5427,"Piège floral",,
5428,"Tempête de feuilles",tranchant,0,
5429,"Pestilence nauséabonde",magie,0,
5430,"Œil du diable",magie,340,
5431,"Pétrification",,
5432,"Charge bovine",contondant,360,
5433,"Regard froid",magie,360,
5434,"Jettatura",magie,360,
5435,"Hurlement bestial",magie,360,
5436,"Canopée",contondant,240,
5437,"Tempête arboricole",contondant,240,
5438,"Gland explosif",magie,240,
5439,"Revers de branche",contondant,240,
5440,"Hauts et bas",contondant,240,
5441,"",magie,120,
5442,"Souffle de sable",souffle,0,
5443,"Tempête de sable",souffle,0,
5444,"Haleine empoisonnée",souffle,0,
5445,"Tremblement de terre",magie,240,
5446,"Cyclone de sable",magie,240,
5447,"Désert sans fond",magie,560,
5448,"Pilier de sable",magie,240,
5449,"Pilon pulvérisant",contondant,320,
5450,"Éruption térébrante",magie,0,
5451,"Fissure sismique",magie,0,
5452,"Khoomii",magie,320,
5453,"Éruption sonore",magie,0,
5454,"",,
5455,"Encierro",contondant,0,
5456,"Explosion transsonique",tranchant,360,
5457,"Démence",contondant,360,
5458,"Aile déferlante",magie,180,
5459,"Tempête sonique",magie,360,
5460,"Bang supersonique",tranchant,360,
5461,"Inondation",magie,350,
5462,"Extinction",magie,350,
5463,"Extinction",magie,350,
5464,"Ondulation d'écailles",contondant,350,
5465,"Ondulation d'écailles",contondant,350,
5466,"Lépidotriche",magie,60,
5467,"Turbine",magie,200,
5468,"Courroux des cieux",magie,0,
5469,"Mépris des cieux",magie,0,
5470,"Lumière chaleureuse",magie,0,
5471,"Ténèbres glaciales",magie,0,
5472,"Aspersion de mucus",magie,0,
5473,"Jet d'acide",,
5474,"Grosse explosion",magie,0,
5475,"Torgnole",contondant,20,
5476,"Apothicaire",,
5477,"Aile tranchante",magie,20,
5478,"Triple coup",contondant,0,
5479,"Chesed",contondant,0,
5480,"Tiferet",magie,0,
5481,"Ain",contondant,0,
5482,"Ratzon",,
5483,"Ratzon",magie,0,
5484,"Ratzon",magie,0,
5485,"Colère de Sephirot",contondant,0,
5486,"Ein Sof",,
5487,"Ein Sof",magie,0,
5488,"Ein Sof Ohr",,
5489,"Ein Sof Ohr",souffle,0,
5490,"Da'at",magie,0,
5491,"Da'at",magie,0,
5492,"Da'at",magie,0,
5493,"Plainte de Sephirot",,
5494,"Plainte de Sephirot",contondant,0,
5495,"Plainte de Sephirot",contondant,0,
5496,"Gevurah Chesed",,
5497,"Chesed Gevurah",,
5498,"Force vitale",contondant,0,
5499,"Esprit",magie,0,
5500,"Secousse",,
5501,"Secousse",contondant,0,
5502,"Yesod",contondant,0,
5503,"Pilier de la miséricorde",,
5504,"Pilier de la miséricorde",contondant,0,
5505,"Pilier de la miséricorde",contondant,0,
5506,"Malkuth",magie,0,
5507,"Révélation",magie,0,
5508,"Ascension",magie,0,
5509,"Pilier de la rigueur",,
5510,"Pilier de la rigueur",contondant,0,
5511,"Champ de force",,
5512,"Main vide",contondant,0,
5513,"Pierre massive",magie,0,
5514,"Génèse",magie,0,
5515,"Génèse",magie,0,
5516,"Vomissure",magie,0,
5517,"Écailles d'acier",,
5518,"Explosion en croix",magie,0,
5519,"Choc foudroyant",magie,0,
5520,"Lâcher de bombe",,
5521,"Grande explosion",magie,0,
5522,"Contraction musculaire",,
5523,"Gobcrochet plongeant",magie,0,
5524,"Souffle du lion",souffle,0,
5525,"Gobcoup du gauche",contondant,0,
5526,"Gobdirect du droit",contondant,0,
5527,"Attaque",perforant,0,
5528,"Glouglou",,
5529,"",,
5530,"Attaque",contondant,0,
5531,"Décontracturant",,
5532,"Thérapie de choc",,
5533,"Thérapie de choc",magie,0,
5534,"Gobacide gluant",magie,0,
5535,"Gobcharge",contondant,0,
5536,"Gobcrochet",contondant,0,
5537,"Bombe à eau",,
5538,"Bombe à eau",magie,0,
5539,"Jouet marteau",magie,0,
5540,"Chœur de casseroles",magie,0,
5541,"Chant batracien",magie,0,
5542,"",,
5543,"Harmonie dissonante",magie,0,
5544,"",,
5545,"Lumière ardente",magie,0,
5546,"Vague ardente",magie,0,
5547,"Lumière tournoyante",magie,0,
5548,"",,
5549,"Lumière mystique",magie,0,
5550,"Fracture profonde",magie,0,
5551,"Regard de chaleur",contondant,0,
5552,"Regard de chaleur",contondant,0,
5553,"",,
5554,"",,
5555,"",,
5556,"Coup de grosse tête",magie,0,
5557,"Protection",,
5558,"Entame",magie,0,
5559,"Yeux terrifiants",magie,0,
5560,"Férule",magie,0,
5561,"Maison de poupée",,
5562,"",,
5563,"",,
5564,"",,
5565,"Attaque",perforant,0,
5566,"Gobroquette",magie,0,
5567,"Grenade étourdissante",magie,0,
5568,"Gobcapture",,
5569,"Gobéjection",,
5570,"Atterrissage parfait",,
5571,"Fascination",magie,0,
5572,"Proboscis",contondant,0,
5573,"Photo-écailles",magie,0,
5574,"Psycho-écailles",magie,0,
5575,"Toxico-écailles",,
5576,"Dispersion",magie,0,
5577,"Miracle ancien",,
5578,"Miracle ancien",magie,0,
5579,"",,
5580,"Miracle",magie,0,
5581,"Miracle ancien",magie,0,
5582,"Vent ancien",,
5583,"Vent ancien",magie,0,
5584,"Vent ancien",magie,0,
5585,"Vent",magie,0,
5586,"Terre ancienne",,
5587,"Terre ancienne",magie,0,
5588,"Terre",magie,0,
5589,"Griffade",tranchant,0,
5590,"Acuité ancienne",magie,0,
5591,"Acuité ancienne",magie,0,
5592,"Inversion",,
5593,"Méga Soin",magie,0,
5594,"Méga Soin",,
5595,"Méga Soin",magie,0,
5596,"Récup",,
5597,"Récup",,
5598,"Transfert",,
5599,"Giga Soin",magie,0,
5600,"Giga Soin",magie,0,
5601,"Leurre",,
5602,"Leurre",,
5603,"Résurrection",,
5604,"Gloire",tranchant,0,
5605,"Kaltstrahl",tranchant,0,
5606,"Hausse de pression",,
5607,"Kaltstrahl",tranchant,0,
5608,"Complexité réductible",magie,0,
5609,"Panzerschreck",magie,0,
5610,"Panzerschreck",magie,0,
5611,"Panzer Vor",magie,0,
5612,"Affection éternelle",,
5613,"Punition corporelle",magie,0,
5614,"Gobrayon",magie,0,
5615,"Gobétincelle",magie,0,
5616,"Fusillade",perforant,0,
5617,"Attaque",contondant,0,
5618,"Force brute",contondant,0,
5619,"Explosion mentale",souffle,0,
5620,"Missiles balistiques",,
5621,"Champ de mines",magie,0,
5622,"Explosion de mine",magie,0,
5623,"Champ de mines caché",magie,0,
5624,"Explosion de mine",magie,0,
5625,"Déflagration de mine",magie,0,
5626,"Mirage",contondant,0,
5627,"Super charge",perforant,0,
5628,"Missile aveuglant",souffle,0,
5629,"Tacle puissant",contondant,0,
5630,"Explosion mentale",souffle,0,
5631,"Attaque",magie,0,
5632,"Tir magique",magie,0,
5633,"Extension",,
5634,"Pulsoréacteur",magie,0,
5635,"Double pulsoréacteur",magie,0,
5636,"Roquette-foreuse",perforant,0,
5637,"Écrasement foreuse double",,
5638,"Frappe foreuse",magie,0,
5639,"Cœur du chakram",magie,0,
5640,"Plasma super ultrapuissant",magie,0,
5641,"Plasma ultrapuissant",magie,0,
5642,"Plasma puissant",magie,0,
5643,"Attaque",magie,0,
5644,"Tir magique",magie,0,
5645,"Dénivellation",,
5646,"Erreur de dénivellation",magie,0,
5647,"Compte",souffle,0,
5648,"Biomathématiques",souffle,0,
5649,"Soutien énergétique",,
5650,"Blindage corporel",,
5651,"Blindage spirituel",,
5652,"Bombe gobeline",souffle,0,
5653,"Canon automatique",perforant,0,
5654,"Obus superacide",magie,0,
5655,"Tir précis",perforant,0,
5656,"Attaque",contondant,0,
5657,"Force brute",contondant,0,
5658,"Ultraflash",magie,0,
5659,"Grippage élémentaire",,
5660,"Vague percutante",magie,0,
5661,"Éclair percutant",magie,0,
5662,"Vague punitive",magie,0,
5663,"Éclair punitif",magie,0,
5664,"Drainage",magie,0,
5665,"Contamination grave",magie,0,
5666,"Missiles balistiques",,
5667,"Missile de terre",magie,0,
5668,"Missile de glace",magie,0,
5669,"Rayon de feu",,
5670,"Rayon de feu",magie,0,
5671,"Super cyclone",magie,0,
5672,"Peine capitale",magie,0,
5673,"Mitraillage",perforant,0,
5674,"Missiles hydrothermiques",magie,0,
5675,"Rayon perpétuel",magie,0,
5676,"Rayon perpétuel",magie,0,
5677,"Graine du ciel",magie,0,
5678,"Mégarayon",magie,0,
5679,"Discoïde",,
5680,"Explosion",magie,0,
5681,"Législation",,
5682,"Exécution",,
5683,"Rétribution",souffle,0,
5684,"Rétribution",souffle,0,
5685,"Choc de 100 mégatonz",contondant,0,
5686,"",,
5687,"Attaque",contondant,0,
5688,"Force brute",contondant,0,
5689,"Explosion mentale",souffle,0,
5690,"Attaque",magie,0,
5691,"Tir magique",magie,0,
5692,"Extension",,
5693,"Pulsoréacteur",magie,0,
5694,"Double pulsoréacteur",magie,0,
5695,"Roquette-foreuse",perforant,0,
5696,"Écrasement foreuse double",,
5697,"Frappe foreuse",magie,0,
5698,"Plasma super ultrapuissant",magie,0,
5699,"Plasma ultrapuissant",magie,0,
5700,"Plasma puissant",magie,0,
5701,"Attaque",magie,0,
5702,"Tir magique",magie,0,
5703,"Dénivellation",,
5704,"Erreur de dénivellation",magie,0,
5705,"Compte",souffle,0,
5706,"Biomathématiques",souffle,0,
5707,"Soutien énergétique",,
5708,"Attaque",contondant,0,
5709,"Force brute",contondant,0,
5710,"Éclair percutant",magie,0,
5711,"Éclair punitif",magie,0,
5712,"Missiles balistiques",,
5713,"Missile de terre",magie,0,
5714,"Auto-atomisation",souffle,0,
5715,"Auto-atomisation",souffle,0,
5716,"Œil du chakram",tranchant,0,
5717,"Missile de glace",magie,0,
5718,"Ultraflash",magie,0,
5719,"Super cyclone",magie,0,
5720,"Mirage",contondant,0,
5721,"Super charge",perforant,0,
5722,"Missile aveuglant",souffle,0,
5723,"Tacle puissant",contondant,0,
5724,"Champ de mines",magie,0,
5725,"Explosion de mine",magie,0,
5726,"Champ de mines caché",magie,0,
5727,"Explosion de mine",magie,0,
5728,"Déflagration de mine",magie,0,
5729,"Attaque",contondant,0,
5730,"Lance-brasiers",magie,0,
5731,"Double coup de roquette",contondant,0,
5732,"Mégarayon",magie,0,
5733,"Super saut",contondant,0,
5734,"Rayon apocalyptique",,
5735,"Rayon apocalyptique",magie,0,
5736,"Commande missile",,
5737,"Petits missiles",magie,0,
5738,"Gros missiles",magie,0,
5739,"Gros missiles",magie,0,
5740,"Gros missiles",magie,0,
5741,"Pied justicier",souffle,0,
5742,"Justicier",,
5743,"Ouverture de procès",,
5744,"Conclusion de procès",magie,0,
5745,"Tempête de vent",magie,0,
5746,"Grande tempête de vent",magie,0,
5747,"Effort collectif",,
5748,"Tempête justicière",souffle,0,
5749,"Onde de choc justicière",souffle,0,
5750,"Vague percutante",magie,0,
5751,"Vague punitive",magie,0,
5752,"Drainage",magie,0,
5753,"Contamination grave",magie,0,
5754,"Peine capitale",magie,0,
5755,"Terre ancienne",magie,0,
5756,"Assemblage justicier",souffle,0,
5757,"Acuité ancienne",,
5758,"Grippage élémentaire",,
5759,"Taureau d'Ala Mhigo",contondant,0,
5760,"",,
5761,"Découragement",magie,0,
5762,"Flamme de Tizona",,
5763,"Flamme de Tizona",magie,0,
5764,"La Malédiction",,
5765,"La Malédiction",tranchant,0,
5766,"Flamme des Immortels",magie,0,
5767,"",,
5768,"Tir de bombe",magie,0,
5769,"Attaque",magie,0,
5770,"Cautérisation",magie,0,
5771,"Souffle miraculeux",magie,0,
5772,"Souffle miraculeux",magie,0,
5773,"Tempête de diamant",magie,0,
5774,"Rupture glacée",magie,0,
5775,"Pointe de queue",tranchant,0,
5776,"Attaque",magie,0,
5777,"Galop",,
5778,"Galop",magie,0,
5779,"Épée occulte",tranchant,0,
5780,"Domination",tranchant,0,
5781,"Coupure",tranchant,0,
5782,"Holmgang",,
5783,"Tempête de fer",tranchant,0,
5784,"Extra Feu",magie,0,
5785,"Attaque",perforant,0,
5786,"Festin",,
5787,"Cri désorientant",magie,0,
5788,"Vue pétrifiante",,
5789,"Lancer de bombe",magie,0,
5790,"Coquille",,
5791,"Pirouette tranchante",contondant,30,
5792,"Taillade de 10 tonz",contondant,0,
5793,"Vomissure",magie,0,
5794,"Écailles d'acier",,
5795,"Explosion en croix",magie,0,
5796,"Choc foudroyant",magie,0,
5797,"Grande explosion",magie,0,
5798,"Contraction musculaire",,
5799,"Gobcrochet plongeant",magie,0,
5800,"Souffle du lion",souffle,0,
5801,"Gobcoup du gauche",contondant,0,
5802,"Gobdirect du droit",contondant,0,
5803,"Attaque",perforant,0,
5804,"Gobuppercut",contondant,0,
5805,"Thérapie de choc",magie,0,
5806,"Gobacide gluant",magie,0,
5807,"Gobcharge",contondant,0,
5808,"Épée occulte",tranchant,0,
5809,"Gobdirect du droit",contondant,0,
5810,"",magie,0,
5811,"Explosion",magie,0,
5812,"Forage de cermet",perforant,40,
5813,"Panzerfaust",contondant,0,
5814,"Attaque",contondant,0,
5815,"Kugelblitz",magie,0,
5816,"Auto-atomisation",magie,0,
5817,"Coup puissant",tranchant,25,
5818,"Brise-crâne",tranchant,25,
5819,"Soin",magie,25,
5820,"Triple menace",contondant,60,
5821,"Lame rapide",tranchant,25,
5822,"Lame sauvage",tranchant,25,
5823,"Galop",magie,0,
5824,"Extra Feu",magie,150,
5825,"Attaque rhino",contondant,150,
5826,"Garde rhino",,
5827,"Miracle",magie,1500,
5828,"Giga Feu",magie,0,
5829,"Succion",,
5830,"Déluge",magie,150,
5831,"Méga Eau",magie,150,
5832,"Éclat mystérieux",magie,0,
5833,"Double rayon",magie,0,
5834,"Énochien",,
5835,"Corne sauvage",perforant,0,
5836,"Kaltstrahl",tranchant,0,
5837,"Hausse de pression",,
5838,"Kaltstrahl",tranchant,0,
5839,"Complexité réductible",magie,0,
5840,"Panzerschreck",magie,0,
5841,"Panzerschreck",magie,0,
5842,"Panzer Vor",magie,0,
5843,"Blindage corporel",,
5844,"Blindage spirituel",,
5845,"",,
5846,"Attaque",,
5847,"Soin",magie,300,
5848,"Feu",magie,30,
5849,"Méga Bannissement",magie,60,
5850,"Triple coup",contondant,0,
5851,"Chesed",contondant,0,
5852,"Tiferet",magie,0,
5853,"Ain",contondant,0,
5854,"Ratzon",magie,0,
5855,"Colère de Sephirot",contondant,0,
5856,"Ein Sof Ohr",souffle,0,
5857,"Da'at",magie,0,
5858,"Da'at",magie,0,
5859,"Plainte de Sephirot",contondant,0,
5860,"Plainte de Sephirot",contondant,0,
5861,"Force vitale",contondant,0,
5862,"Esprit",magie,0,
5863,"Secousse",contondant,0,
5864,"Yesod",contondant,0,
5865,"Pilier de la miséricorde",contondant,0,
5866,"Pilier de la miséricorde",contondant,0,
5867,"Malkuth",magie,0,
5868,"Révélation",magie,0,
5869,"Ascension",magie,0,
5870,"Pilier de la rigueur",contondant,0,
5871,"Main vide",contondant,0,
5872,"Pulvérisation",,
5873,"Napalm",magie,0,
5874,"Électroaimant",,
5875,"Attaque",perforant,0,
5876,"Gobroquette",magie,0,
5877,"Grenade étourdissante",magie,0,
5878,"Punition corporelle",magie,0,
5879,"Gobrayon",magie,0,
5880,"Gobétincelle",magie,0,
5881,"Fusillade",perforant,0,
5882,"Explosion",magie,0,
5883,"Forage de cermet",perforant,40,
5884,"Panzerfaust",contondant,0,
5885,"Attaque",contondant,0,
5886,"Kugelblitz",magie,0,
5887,"Auto-atomisation",magie,0,
5888,"Furie",,
5889,"Ruade",magie,60,
5890,"Fracassement",tranchant,60,
5891,"Hache enragée",tranchant,60,
5892,"Tempête d'étoiles",magie,60,
5893,"Petite foudre",magie,30,
5894,"Miracle",magie,300,
5895,"Vent",magie,30,
5896,"Lame rapide",tranchant,60,
5897,"Attaque",contondant,0,
5898,"Force brute",contondant,0,
5899,"Explosion mentale",souffle,0,
5900,"Double coup de roquette final",contondant,0,
5901,"Champ de mines",magie,0,
5902,"Explosion de mine",magie,0,
5903,"Champ de mines caché",magie,0,
5904,"Explosion de mine",magie,0,
5905,"Déflagration de mine",magie,0,
5906,"Mirage",contondant,0,
5907,"Super charge",perforant,0,
5908,"Attaque",magie,0,
5909,"Tir magique",magie,0,
5910,"Rayon apocalyptique final",,
5911,"Pulsoréacteur",magie,0,
5912,"Double pulsoréacteur",magie,0,
5913,"Roquette-foreuse",perforant,0,
5914,"Attaque",magie,0,
5915,"Tir magique",magie,0,
5916,"Dénivellation",,
5917,"Erreur de dénivellation",souffle,0,
5918,"Compte",souffle,0,
5919,"Biomathématiques",souffle,0,
5920,"Attaque",contondant,0,
5921,"Force brute",contondant,0,
5922,"Ultraflash",magie,0,
5923,"Rayon apocalyptique final",magie,0,
5924,"Vague percutante",magie,0,
5925,"Mégarayon final",magie,0,
5926,"Missile de terre",magie,0,
5927,"Missile de glace",magie,0,
5928,"Super cyclone",magie,0,
5929,"Peine capitale",magie,0,
5930,"Fusillade",perforant,0,
5931,"Gobétincelle",magie,0,
5932,"Impact Hod",contondant,0,
5933,"Attaque",perforant,0,
5934,"Mitraillage",perforant,0,
5935,"Missiles hydrothermiques",magie,0,
5936,"Rayon perpétuel",magie,0,
5937,"Graine du ciel",magie,0,
5938,"Mégarayon",magie,0,
5939,"Explosion",magie,0,
5940,"Rétribution",souffle,0,
5941,"Rétribution",souffle,0,
5942,"Choc de 100 mégatonz",contondant,0,
5943,"Attaque",contondant,0,
5944,"Force brute",contondant,0,
5945,"Explosion mentale",souffle,0,
5946,"Attaque",magie,0,
5947,"Tir magique",magie,0,
5948,"Pulsoréacteur",magie,0,
5949,"Double pulsoréacteur",magie,0,
5950,"Attaque",magie,0,
5951,"Tir magique",magie,0,
5952,"Dénivellation",,
5953,"Erreur de dénivellation",souffle,0,
5954,"Compte",souffle,0,
5955,"Biomathématiques",contondant,0,
5956,"Force brute",contondant,0,
5957,"Missile de terre",magie,0,
5958,"Missile de glace",magie,0,
5959,"Super cyclone",magie,0,
5960,"Mirage",contondant,0,
5961,"Super charge",perforant,0,
5962,"Champ de mines",magie,0,
5963,"Explosion de mine",magie,0,
5964,"Attaque",contondant,0,
5965,"Lance-brasiers",magie,0,
5966,"Double coup de roquette",contondant,0,
5967,"Mégarayon",magie,0,
5968,"Super saut",contondant,0,
5969,"Mégarayon diffractif",,
5970,"Mégarayon diffractif",magie,0,
5971,"Petits missiles",magie,0,
5972,"Gros missiles",magie,0,
5973,"Gros missiles",magie,0,
5974,"Pied justicier",souffle,0,
5975,"Peine capitale",magie,0,
5976,"Assemblage justicier",souffle,0,
5977,"Bombe à eau",magie,0,
5978,"Palsynyxis",magie,60,
5979,"Bombe à eau",magie,0,
5980,"Aqua Vitae",magie,100,
5981,"Odeur nauséabonde",magie,60,
5982,"Éternuement moisi",magie,60,
5983,"Glaire moisie",magie,0,
5984,"Vent ancien",magie,0,
5985,"Vent ancien",magie,0,
5986,"Tempête de fer",tranchant,0,
5987,"Triple coup",contondant,0,
5988,"Chesed",contondant,0,
5989,"Tiferet",magie,0,
5990,"Ain",contondant,0,
5991,"Ratzon",magie,0,
5992,"Colère de Sephirot",contondant,0,
5993,"Ein Sof Ohr",souffle,0,
5994,"Da'at",magie,0,
5995,"Da'at",magie,0,
5996,"Plainte de Sephirot",contondant,0,
5997,"Plainte de Sephirot",contondant,0,
5998,"Force vitale",contondant,0,
5999,"Esprit",magie,0,
6000,"Secousse",contondant,0,
6001,"Yesod",contondant,0,
6002,"Pilier de la miséricorde",contondant,0,
6003,"Pilier de la miséricorde",contondant,0,
6004,"Malkuth",magie,0,
6005,"Révélation",magie,0,
6006,"Ascension",magie,0,
6007,"Pilier de la rigueur",contondant,0,
6008,"Main vide",contondant,0,
6009,"Nuages d'orage",,
6010,"Éclair de foudre",magie,50,
6011,"Étincelles brûlantes",magie,0,
6012,"Atterrissage",tranchant,0,
6013,"Ruade",contondant,0,
6014,"Attaque",magie,0,
6015,"Pompon résurrecteur",,
6016,"Pompon résurrecteur",,
6017,"Bâton mog",,
6018,"Boum boum mog",,
6019,"Décharge de 1000 Mogs",contondant,0,
6020,"Pompon miraculeux",magie,0,
6021,"Terminus Est",magie,150,
6022,"Terminus Est",,
6023,"Terminus Est",magie,0,
6024,"",,
6025,"Lacération vicieuse",tranchant,0,
6026,"Projectile magitek",perforant,0,
6027,"Ensemencement magitek",perforant,0,
6028,"Pas rapides",,
6029,"Tourelle magitek",,
6030,"Laser magitek",perforant,0,
6031,"Grenade magitek",magie,0,
6032,"Auto-atomisation",magie,0,
6033,"Auto-atomisation",magie,0,
6034,"Impulsion éthérée",,
6035,"Galvanisation magitek",,
6036,"Galvanisation magitek",magie,10,
6037,"Souffle écarlate",magie,0,
6038,"Cri assourdissant",magie,0,
6039,"Cautérisation",magie,0,
6040,"Atterrissage",contondant,0,
6041,"",,
6042,"Rugissement horrible",magie,0,
6043,"Rugissement horrible",magie,0,
6044,"Aile calorifique",,
6045,"Aile calorifique",magie,0,
6046,"Queue calorifique",,
6047,"Queue calorifique",magie,0,
6048,"Prédation électrique",magie,0,
6049,"Piqué du dragon sombre",magie,0,
6050,"Piqué du dragon sombre",magie,0,
6051,"Lacération sauvage",contondant,0,
6052,"Péché originel",magie,0,
6053,"Griffe éventreuse",tranchant,0,
6054,"Boule de feu",magie,0,
6055,"Méga Glace ténébreuse",magie,0,
6056,"Secousse de carcasse",magie,0,
6057,"Chant ultime",,
6058,"Chant ultime",souffle,0,
6059,"",,
6060,"Astre flamboyant",magie,0,
6061,"Œil du tyran",magie,0,
6062,"Grand saut",magie,0,
6063,"Piqué du dragon sombre",,
6064,"Piqué du dragon sombre",magie,0,
6065,"Piqué du dragon sombre",magie,0,
6066,"Geirskögul",magie,0,
6067,"Bride de l'âme",magie,0,
6068,"Ala Morn",perforant,0,
6069,"Drachenlance",perforant,0,
6070,"",,
6071,"Damnation",magie,0,
6072,"Akh Morn",magie,0,
6073,"Akh Morn",magie,0,
6074,"",,
6075,"Fournaise",magie,0,
6076,"Cri assourdissant",magie,0,
6077,"Auto-atomisation",,
6078,"Nécropurge",,
6079,"Nécropurge",magie,0,
6080,"Flamme de Megiddo",,
6081,"Flamme de Megiddo",magie,0,
6082,"Éruption ténébreuse",,
6083,"Éruption ténébreuse",magie,0,
6084,"Rayon punitif",souffle,0,
6085,"Brume maléfique",magie,0,
6086,"Appel du néant",,
6087,"",,
6088,"Explosion de mana",souffle,0,
6089,"Déflagration de mana",souffle,0,
6090,"Mégamort",magie,0,
6091,"Vent infernal",magie,0,
6092,"Marque des déchus",souffle,0,
6093,"Douceur du fer",tranchant,0,
6094,"Brume lugubre",magie,0,
6095,"Giga Feu du néant",magie,0,
6096,"Haleine pourrie",magie,0,
6097,"Offensive caudale",contondant,0,
6098,"Fauche",magie,0,
6099,"Sang du néant",magie,0,
6100,"Rayon mortel",magie,0,
6101,"Feu",magie,0,
6102,"Énergie du désespoir",magie,0,
6103,"Nécropurge",magie,0,
6104,"Nécropurge",magie,0,
6105,"Super saut",,
6106,"Super saut",magie,0,
6107,"Aile déferlante",magie,250,
6108,"",,
6109,"Domination",tranchant,80,
6110,"Mort ou vif",perforant,50,
6111,"Attaque subite",tranchant,50,
6112,"Canonnade",magie,0,
6113,"",,
6114,"",,
6115,"Mucus",,
6116,"Mucus",magie,0,
6117,"Mégavolt",magie,0,
6118,"Mégavolt",,
6119,"Glaciation totale",magie,0,
6120,"Amas de glace",,
6121,"Amas de glace",magie,0,
6122,"Éclatement glacé",magie,0,
6123,"Arrache-tête",contondant,0,
6124,"Déluge d'éclairs",magie,0,
6125,"Chaîne d'éclairs",magie,0,
6126,"",,
6127,"",,
6128,"",,
6129,"Bélier du Galadion",tranchant,0,
6130,"Lame du Maelstrom",magie,0,
6131,"Fendeur de Ghomoro",,
6132,"Fendeur de Ghomoro",magie,0,
6133,"Tir dispersé",perforant,0,
6134,"Écorche-jambe",perforant,0,
6135,"Tir de grenade",perforant,0,
6136,"Brume empoisonnée",magie,0,
6137,"Grêle de balles",perforant,0,
6138,"Antidote",,
6139,"Piège explosif",magie,0,
6140,"",,
6141,"Explosion",magie,0,
6142,"Tir de plombs",perforant,0,
6143,"Jet d'eau",magie,40,
6144,"Trou noir",,
6145,"Fin du monde",magie,0,
6146,"Assimilation",,
6147,"Transmutation",,
6148,"Transmutation",,
6149,"Astre flamboyant",magie,0,
6150,"Astre flamboyant",magie,0,
6151,"Explosion",magie,0,
6152,"Nova éthérée",magie,0,
6153,"Étreinte mortelle",magie,0,
6154,"Recoiffage",,
6155,"Coupe de cheveux",tranchant,0,
6156,"Pointes fourchues",tranchant,0,
6157,"",,
6158,"Recoiffage",,
6159,"Coupe de cheveux",tranchant,0,
6160,"Pointes fourchues",tranchant,0,
6161,"",,
6162,"Extension",,
6163,"Extension",magie,0,
6164,"Super saut",perforant,0,
6165,"Fouetté maléfique",perforant,0,
6166,"Boucle maléfique",tranchant,0,
6167,"Tresse maléfique",magie,0,
6168,"Danse effrénée",,
6169,"Inspiration de magie",,
6170,"Danse effrénée",tranchant,0,
6171,"Danse effrénée",tranchant,0,
6172,"Greffe de cheveux",magie,0,
6173,"",,
6174,"Étranglement",magie,0,
6175,"Ongles sanglants",tranchant,0,
6176,"Charge des profondeurs",contondant,0,
6177,"Déflagration d'aura",magie,0,
6178,"Pénétration",magie,0,
6179,"Pointe ténébreuse",magie,0,
6180,"Aspersion de soie",magie,0,
6181,"Embûche",magie,0,
6182,"Transfiguration",,
6183,"Transfiguration",,
6184,"Exécration",magie,0,
6185,"Exécration",magie,0,
6186,"Impact de météore",magie,0,
6187,"Explosion de débris",magie,0,
6188,"Cœur de pierre",magie,80,
6189,"Météore",magie,0,
6190,"Miracle",souffle,0,
6191,"Bombe accélératrice",magie,0,
6192,"Attaque",magie,0,
6193,"Attaque",magie,0,
6194,"Attaque",magie,0,
6195,"Implosion",magie,0,
6196,"Toile d'Arachné",magie,0,
6197,"Tremblement de terre",magie,0,
6198,"Tremblement de terre",magie,0,
6199,"Tremblement de terre",magie,0,
6200,"Salve ténébreuse",magie,0,
6201,"Fil d'araignée",magie,0,
6202,"Fronde effrayante",souffle,0,
